inout_travelling,operator,network_type,rating,calldrop_category,latitude,longitude,state_name,month,year
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,3,Satisfactory,25.654851666666666,86.32881666666665,Bihar,2,2025
Travelling,Airtel,4G,5,Satisfactory,25.507735000000004,86.48958333333333,Bihar,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,2,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,2,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,32.2724583,75.99510808,Himachal Pradesh,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,3,Satisfactory,32.06251333333333,75.921775,Himachal Pradesh,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,2,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,3,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,2,Poor Voice Quality,19.36688165,73.19574897,Maharashtra,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,26.9668886,82.38742083,Uttar Pradesh,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Call Dropped,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,3,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,3,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,3,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,32.28099901,75.63098246,Punjab,2,2025
Travelling,Airtel,4G,2,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,31.61477468,75.70515464,Punjab,2,2025
Travelling,Airtel,4G,2,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,32.18328981,75.64376248,Punjab,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,4,Satisfactory,21.1208735,79.0926997,Maharashtra,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,3,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,4,Satisfactory,16.469348333333336,82.02971666666666,Andhra Pradesh,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Call Dropped,18.99553833333333,75.75709166666667,Maharashtra,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,4,Satisfactory,16.463191666666667,82.03711833333334,Andhra Pradesh,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,3,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,32.2675172,75.6509738,Punjab,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,3,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,2,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,16.518106666666664,80.64038333333333,Andhra Pradesh,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,32.27781047,75.65322171,Punjab,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,31.6383839,75.70827105,Punjab,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,2,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,4,Satisfactory,16.46751,82.02645166666667,Andhra Pradesh,2,2025
Travelling,Airtel,4G,5,Satisfactory,16.46751,82.02645166666667,Andhra Pradesh,2,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Call Dropped,-1,-1,NA,2,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,1,2025
Travelling,Airtel,4G,4,Satisfactory,28.5078108,77.482323,Uttar Pradesh,1,2025
Travelling,Airtel,4G,2,Poor Voice Quality,-1,-1,NA,1,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,1,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,1,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,1,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,1,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,1,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,1,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,4,Satisfactory,25.55512,86.40095333333332,Bihar,2,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,31.95034506,75.61898759,Punjab,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,3,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,3,Satisfactory,28.63728833333333,77.14053166666666,Delhi,2,2025
Travelling,Airtel,4G,1,Call Dropped,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,32.29162437,75.69787522,Punjab,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,2,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,2,2025
Travelling,Airtel,4G,4,Satisfactory,28.8632533,78.7501533,Uttar Pradesh,2,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,15.781351666666668,76.766915,Karnataka,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Call Dropped,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,3,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,2,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,2,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,2,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,3,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,3,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Call Dropped,28.63711,77.14075333333334,Delhi,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,32.28038329,75.65455272,Punjab,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,15.781708333333333,76.76538000000001,Karnataka,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,3,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,31.68417826,75.60556855,Punjab,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,31.63668567,75.68977583,Punjab,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,32.27687772,75.65392562,Punjab,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,32.27687772,75.65392562,Punjab,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,32.13403474,75.69009907,Himachal Pradesh,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,32.1403658,75.6884642,Himachal Pradesh,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,2,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,2,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,3,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,2,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,3,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,16.87642027,81.51570358,Andhra Pradesh,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,3,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,3,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,3,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,2,Call Dropped,-1,-1,NA,3,2025
Travelling,Airtel,4G,2,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,2,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,2,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,2,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,2,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,4,Satisfactory,16.46751,82.02645166666667,Andhra Pradesh,3,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,15.781653333333336,76.76546833333333,Karnataka,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,15.781653333333336,76.76546833333333,Karnataka,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,15.7816426,76.766908,Karnataka,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,15.7816426,76.766908,Karnataka,3,2025
Travelling,Airtel,4G,3,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Call Dropped,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Call Dropped,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Call Dropped,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,15.770115,76.76044166666667,Karnataka,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,27.29263447,83.70421018,Uttar Pradesh,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,28.6081632,77.4586688,Uttar Pradesh,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,2,Call Dropped,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,2,Call Dropped,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Call Dropped,-1,-1,NA,3,2025
Travelling,Airtel,4G,3,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,12.9645684,80.1591181,Tamil Nadu,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,31.63672443,75.68976225,Punjab,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,32.26012916,75.66410338,Punjab,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,31.9441768,75.8044259,Punjab,3,2025
Travelling,Airtel,4G,1,Call Dropped,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,5,Satisfactory,31.6366773,75.68972806,Punjab,3,2025
Travelling,Airtel,4G,4,Satisfactory,16.46751,82.02645166666667,Andhra Pradesh,3,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,1,Poor Voice Quality,-1,-1,NA,3,2025
Travelling,Airtel,4G,4,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,3,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,3,Satisfactory,-1,-1,NA,3,2025
Travelling,Airtel,4G,3,Satisfactory,30.273695,75.23408166666667,Punjab,3,2025
